epoch,capsnet_accuracy,capsnet_loss,decoder_loss,loss,val_capsnet_accuracy,val_capsnet_loss,val_decoder_loss,val_loss
0,0.1904444396495819,0.5454702973365784,0.08894672244787216,0.5803374648094177,0.32600000500679016,0.45456764101982117,0.08031685650348663,0.48605188727378845
1,0.3964444398880005,0.42090606689453125,0.07644572108983994,0.4508728086948395,0.4753333330154419,0.37695446610450745,0.07440206408500671,0.40612006187438965
2,0.49033331871032715,0.3635719120502472,0.06856369227170944,0.39044880867004395,0.5413333177566528,0.34203723073005676,0.06548041850328445,0.3677056133747101
3,0.5490000247955322,0.3264637887477875,0.060871418565511703,0.3503255248069763,0.5640000104904175,0.31898659467697144,0.05818314105272293,0.34179434180259705
4,0.5875555276870728,0.29854923486709595,0.05451374873518944,0.3199186325073242,0.6179999709129333,0.28935691714286804,0.05548190698027611,0.3111058175563812
5,0.6241111159324646,0.2791730463504791,0.05015876516699791,0.29883524775505066,0.6159999966621399,0.27916407585144043,0.04939836636185646,0.2985282838344574
6,0.6502222418785095,0.2616407573223114,0.04747501015663147,0.2802508771419525,0.6546666622161865,0.25914013385772705,0.0484071746468544,0.27811577916145325
7,0.6707777976989746,0.24740682542324066,0.04596496745944023,0.265424907207489,0.6480000019073486,0.25691309571266174,0.045789849013090134,0.27486273646354675
8,0.6938889026641846,0.23501187562942505,0.0436280183494091,0.2521139979362488,0.6613333225250244,0.2449481189250946,0.04361770674586296,0.26204627752304077
9,0.7062222361564636,0.22399193048477173,0.04208802059292793,0.24049045145511627,0.6753333210945129,0.24332399666309357,0.04315377399325371,0.26024022698402405
10,0.7239999771118164,0.21453538537025452,0.04060647264122963,0.23045307397842407,0.7006666660308838,0.2272256463766098,0.041825298219919205,0.2436211109161377
11,0.7395555377006531,0.20471109449863434,0.03995295986533165,0.22037266194820404,0.7039999961853027,0.2246454656124115,0.041837334632873535,0.2410457283258438
12,0.7477777600288391,0.19584813714027405,0.03839248791337013,0.2108980417251587,0.6953333616256714,0.22537700831890106,0.04048769548535347,0.2412482053041458
13,0.7652222514152527,0.1888549029827118,0.03776638209819794,0.20365941524505615,0.7006666660308838,0.21705304086208344,0.04067525267601013,0.23299776017665863
14,0.777222216129303,0.18246132135391235,0.03740526735782623,0.19712421298027039,0.7253333330154419,0.21061557531356812,0.03986266255378723,0.22624169290065765
15,0.7857778072357178,0.17597433924674988,0.03660675138235092,0.19032418727874756,0.7146666646003723,0.20803748071193695,0.03992228955030441,0.22368699312210083
16,0.7975555658340454,0.16857843101024628,0.0360286608338356,0.18270176649093628,0.7300000190734863,0.20527848601341248,0.03938140720129013,0.22071599960327148
17,0.8072222471237183,0.1645653247833252,0.03577014431357384,0.17858728766441345,0.7266666889190674,0.20246852934360504,0.03899553790688515,0.21775473654270172
18,0.8121111392974854,0.16097621619701385,0.03507883474230766,0.17472711205482483,0.7379999756813049,0.19998124241828918,0.03843272477388382,0.21504686772823334
19,0.8211110830307007,0.15624544024467468,0.03462066128849983,0.16981670260429382,0.7393333315849304,0.19635750353336334,0.038666971027851105,0.21151497960090637
20,0.8294444680213928,0.15230722725391388,0.03430946543812752,0.16575650870800018,0.7353333234786987,0.1930907815694809,0.0381261482834816,0.20803619921207428
21,0.8297777771949768,0.14978516101837158,0.03380655497312546,0.16303735971450806,0.7393333315849304,0.19502396881580353,0.03815363720059395,0.20998020470142365
22,0.8371111154556274,0.14634349942207336,0.03355010226368904,0.15949523448944092,0.7379999756813049,0.19185426831245422,0.03802888095378876,0.20676164329051971
23,0.8371111154556274,0.14384856820106506,0.03345784917473793,0.15696391463279724,0.7419999837875366,0.18916548788547516,0.03816210851073265,0.2041250467300415
24,0.8420000076293945,0.14066274464130402,0.033115435391664505,0.15364408493041992,0.7459999918937683,0.18717631697654724,0.037813808768987656,0.20199930667877197
25,0.851111114025116,0.13839595019817352,0.03289986401796341,0.15129263699054718,0.7526666522026062,0.18750879168510437,0.03760698810219765,0.20225073397159576
26,0.850777804851532,0.1363554745912552,0.0327768549323082,0.14920403063297272,0.7526666522026062,0.185459703207016,0.037178073078393936,0.20003344118595123
27,0.8579999804496765,0.13345086574554443,0.03249828517436981,0.14619016647338867,0.7493333220481873,0.18685473501682281,0.03733750805258751,0.20149095356464386
28,0.8577777743339539,0.13232803344726562,0.03238590061664581,0.14502331614494324,0.762666642665863,0.1852252334356308,0.03733959421515465,0.19986236095428467
29,0.863111138343811,0.13103218376636505,0.03231213614344597,0.143698588013649,0.7566666603088379,0.18415138125419617,0.03721482679247856,0.19873960316181183
